"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorEqual record1Value","[0] SongNameComparatorEqual record2Value","[0] SongNameComparatorEqual record1PreprocessedValue","[0] SongNameComparatorEqual record2PreprocessedValue","[0] SongNameComparatorEqual similarity","[0] SongNameComparatorEqual postproccesedSimilarity","[1] SongArtistsComparatorToken record1Value","[1] SongArtistsComparatorToken record2Value","[1] SongArtistsComparatorToken record1PreprocessedValue","[1] SongArtistsComparatorToken record2PreprocessedValue","[1] SongArtistsComparatorToken similarity","[1] SongArtistsComparatorToken postproccesedSimilarity"
"LinearCombinationMatchingRule","spotify_13375","musicbrainz_30835","0.0",,"reborn","revolver (documentary)","reborn","revolver (documentary)","0.0","0.0","kids see ghosts","the beatles","kids see ghosts","the beatles","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1426","musicbrainz_30471","0.13333333333333333",,"one way trigger","one set of wings","one way trigger","one set of wings","0.0","0.0","the strokes","the wallflowers","the strokes","the wallflowers","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","spotify_2560","musicbrainz_9422","0.0",,"the game of love","the dangerous kitchen","the game of love","the dangerous kitchen","0.0","0.0","daft punk","frank zappa","daft punk","frank zappa","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7364","musicbrainz_21357","0.0",,"no se me quita (feat. ricky martin)","nobody but you","no se me quita (feat. ricky martin)","nobody but you","0.0","0.0","maluma,  ricky martin","the apples in stereo","maluma,  ricky martin","the apples in stereo","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6047","musicbrainz_14743","0.0",,"the longest wave","the kids","the longest wave","the kids","0.0","0.0","red hot chili peppers","hollywood undead","red hot chili peppers","hollywood undead","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12618","musicbrainz_31572","0.0",,"that way - bonus track","the night watch (2014 mix)","that way - bonus track","the night watch (2014 mix)","0.0","0.0","lil uzi vert","king crimson","lil uzi vert","king crimson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2920","musicbrainz_15068","0.0",,"the rewrite","the age of the atheist","the rewrite","the age of the atheist","0.0","0.0","mike ryan","sepultura","mike ryan","sepultura","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6902","musicbrainz_20456","0.0",,"home/dirty paws","hobart obit","home/dirty paws","hobart obit","0.0","0.0","gardiner sisters","augie march","gardiner sisters","augie march","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16079","musicbrainz_20119","0.0",,"the lion and the lamb","the only son of the widow from nain","the lion and the lamb","the only son of the widow from nain","0.0","0.0","big daddy weave","mudhoney","big daddy weave","mudhoney","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3017","musicbrainz_9932","0.0",,"what if (i told you i like you)","whiter shade of pale","what if (i told you i like you)","whiter shade of pale","0.0","0.0","johnny orlando,  kenzie","marcy playground","johnny orlando,  kenzie","marcy playground","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14065","musicbrainz_26085","0.0",,"kill a word","kids in the dark","kill a word","kids in the dark","0.0","0.0","eric church","all time low","eric church","all time low","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14280","musicbrainz_22252","0.0",,"thunderstorm in the cabin","the moment you realize you're going to fall","thunderstorm in the cabin","the moment you realize you're going to fall","0.0","0.0","mother nature sound fx","black light burns","mother nature sound fx","black light burns","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19978","musicbrainz_26909","0.0",,"the devil named music","the night is young","the devil named music","the night is young","0.0","0.0","chris stapleton","cherub","chris stapleton","cherub","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11119","musicbrainz_3961","0.0",,"this is home","the a team","this is home","the a team","0.0","0.0","cavetown","boyce avenue","cavetown","boyce avenue","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6358","musicbrainz_29325","0.0",,"dear winter","delirium","dear winter","delirium","0.0","0.0","ajr","motion city soundtrack","ajr","motion city soundtrack","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9320","musicbrainz_12976","0.0",,"la cienega","la dolly vita","la cienega","la dolly vita","0.0","0.0","88rising,  joji,  niki","the smashing pumpkins","88rising,  joji,  niki","the smashing pumpkins","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8546","musicbrainz_6810","0.0",,"the greatest story ever told","the number game","the greatest story ever told","the number game","0.0","0.0","ice nine kills","testament","ice nine kills","testament","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6350","musicbrainz_22787","0.0",,"all my friends are fake","alternative power to the people","all my friends are fake","alternative power to the people","0.0","0.0","tate mcrae","the dandy warhols","tate mcrae","the dandy warhols","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6918","musicbrainz_11442","0.0",,"in the air tonight","indispensable","in the air tonight","indispensable","0.0","0.0","phil collins","lucero","phil collins","lucero","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15869","musicbrainz_4833","0.0",,"defying gravity - from ""wicked"" original broadway cast recording/2003","destroyer or creator","defying gravity - from ""wicked"" original broadway cast recording/2003","destroyer or creator","0.0","0.0","kristin chenoweth,  idina menzel","destruction","kristin chenoweth,  idina menzel","destruction","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3587","musicbrainz_33056","0.0",,"this song is not about a girl","the devil inside me","this song is not about a girl","the devil inside me","0.0","0.0","flume,  chet faker","parabelle","flume,  chet faker","parabelle","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6677","musicbrainz_3185","0.0",,"half naked & almost famous","ha ha ha","half naked & almost famous","ha ha ha","0.0","0.0","machine gun kelly","unsane","machine gun kelly","unsane","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15937","musicbrainz_3441","0.0",,"forever - live","forever (dan lissvik remix)","forever - live","forever (dan lissvik remix)","0.0","0.0","kari jobe","haim","kari jobe","haim","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6050","musicbrainz_27582","0.0",,"thankful","the great canadian love song","thankful","the great canadian love song","0.0","0.0","meltycanon","hunter valentine","meltycanon","hunter valentine","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7092","musicbrainz_28277","0.0",,"weight in gold","well schooled","weight in gold","well schooled","0.0","0.0","gallant","shout out louds","gallant","shout out louds","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15717","musicbrainz_30506","0.0",,"neon","never say die","neon","never say die","0.0","0.0","chris young","marianas trench","chris young","marianas trench","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13521","musicbrainz_987","0.0",,"the git up","the road goes on forever (demo)","the git up","the road goes on forever (demo)","0.0","0.0","blanco brown","fates warning","blanco brown","fates warning","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18149","musicbrainz_19591","0.0",,"drifter","drop your weapon (2007 demo)","drifter","drop your weapon (2007 demo)","0.0","0.0","hippie sabotage","neon trees","hippie sabotage","neon trees","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13836","musicbrainz_18296","0.0",,"the wire","three miles down (saves the day cover)","the wire","three miles down (saves the day cover)","0.0","0.0","haim","silverstein","haim","silverstein","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6893","musicbrainz_4499","0.0",,"dayzed inn daydreams","dancing in the temple of the mad queen bee","dayzed inn daydreams","dancing in the temple of the mad queen bee","0.0","0.0","ariel pink","candlemass","ariel pink","candlemass","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1179","musicbrainz_10879","0.0",,"the grid","the weight of your love documentary","the grid","the weight of your love documentary","0.0","0.0","daft punk","editors","daft punk","editors","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16447","musicbrainz_6874","0.0",,"thot!","the great fire","thot!","the great fire","0.0","0.0","tokyo’s revenge,  zedsu","ok go","tokyo’s revenge,  zedsu","ok go","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4854","musicbrainz_8114","0.0",,"blessing","blues, part ii (4.0 mix)","blessing","blues, part ii (4.0 mix)","0.0","0.0","k camp","blood, sweat & tears","k camp","blood, sweat & tears","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4645","musicbrainz_8217","0.0",,"infinitesimal","in her arms you will never starve","infinitesimal","in her arms you will never starve","0.0","0.0","mother mother","copeland","mother mother","copeland","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14236","musicbrainz_11173","0.0",,"why do you feel so down","when i come home","why do you feel so down","when i come home","0.0","0.0","declan mckenna","the drums","declan mckenna","the drums","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11646","musicbrainz_9403","0.0",,"thunder and rain","there is no heaven from where slogans go to die","thunder and rain","there is no heaven from where slogans go to die","0.0","0.0","calmsound","frank zappa","calmsound","frank zappa","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18516","musicbrainz_21140","0.0",,"the end","the meaning of if","the end","the meaning of if","0.0","0.0","kid cudi,  glc,  chip tha ripper,  nicole wray, kings of leon","amplifier","kid cudi,  glc,  chip tha ripper,  nicole wray, kings of leon","amplifier","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10736","musicbrainz_2652","0.0",,"love like crazy","los angeles","love like crazy","los angeles","0.0","0.0","lee brice","blink‐182","lee brice","blink‐182","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16595","musicbrainz_27333","0.0",,"she needs me (remix)","she toes the line","she needs me (remix)","she toes the line","0.0","0.0","kendrick lamar,  dom kennedy,  murs","crooked fingers","kendrick lamar,  dom kennedy,  murs","crooked fingers","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17046","musicbrainz_11436","0.0",,"hold you down (feat. chris brown, august alsina, future & jeremih)","homesick","hold you down (feat. chris brown, august alsina, future & jeremih)","homesick","0.0","0.0","dj khaled,  chris brown,  august alsina,  future,  jeremih","deacon blue","dj khaled,  chris brown,  august alsina,  future,  jeremih","deacon blue","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4609","musicbrainz_29524","0.0",,"bluffin (feat. berner)","blue eyes of a millionaire","bluffin (feat. berner)","blue eyes of a millionaire","0.0","0.0","wiz khalifa,  berner","belle and sebastian","wiz khalifa,  berner","belle and sebastian","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13056","musicbrainz_13141","0.0",,"beachboy","berlin to new york, 1937","beachboy","berlin to new york, 1937","0.0","0.0","mccafferty","gas huffer","mccafferty","gas huffer","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15436","musicbrainz_29186","0.0",,"northern thunder","no easy in love","northern thunder","no easy in love","0.0","0.0","shaman","nine days","shaman","nine days","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11829","musicbrainz_16356","0.0",,"all over the road","all i really want to do (stereo)","all over the road","all i really want to do (stereo)","0.0","0.0","easton corbin","the byrds","easton corbin","the byrds","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17907","musicbrainz_29322","0.0",,"a light that never comes","a lifeless ordinary (need a little help)","a light that never comes","a lifeless ordinary (need a little help)","0.0","0.0","linkin park,  steve aoki","motion city soundtrack","linkin park,  steve aoki","motion city soundtrack","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2769","musicbrainz_27996","0.0",,"the bird hunters","the fighter","the bird hunters","the fighter","0.0","0.0","turnpike troubadours","bon jovi","turnpike troubadours","bon jovi","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18329","musicbrainz_19335","0.0",,"big booty (feat. megan thee stallion)","big day (demo / work tape)","big booty (feat. megan thee stallion)","big day (demo / work tape)","0.0","0.0","gucci mane,  megan thee stallion","xtc","gucci mane,  megan thee stallion","xtc","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19850","musicbrainz_15243","0.0",,"tremor - sensation 2014 anthem","trampoline","tremor - sensation 2014 anthem","trampoline","0.0","0.0","dimitri vegas & like mike,  martin garrix","weezer","dimitri vegas & like mike,  martin garrix","weezer","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18547","musicbrainz_19207","0.0",,"the animal","there tonight","the animal","there tonight","0.0","0.0","disturbed","every avenue","disturbed","every avenue","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13949","musicbrainz_18169","0.0",,"that don't sound like you","the other girl","that don't sound like you","the other girl","0.0","0.0","lee brice","the young veins","lee brice","the young veins","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8610","musicbrainz_33628","0.0",,"one day i'll fly away","on melancholy hill","one day i'll fly away","on melancholy hill","0.0","0.0","keith jarrett,  charlie haden","gorillaz","keith jarrett,  charlie haden","gorillaz","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8474","musicbrainz_27627","0.0",,"where the love at","when did your heart go missing (acoustic version)","where the love at","when did your heart go missing (acoustic version)","0.0","0.0","youngboy never broke again","rooney","youngboy never broke again","rooney","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15108","musicbrainz_26125","0.0",,"calm rain storm & gentle white noise","carnival of fools","calm rain storm & gentle white noise","carnival of fools","0.0","0.0","the white noise zen & meditation sound lab","primal scream","the white noise zen & meditation sound lab","primal scream","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13471","musicbrainz_17767","0.0",,"you were good to me","your generation","you were good to me","your generation","0.0","0.0","jeremy zucker,  chelsea cutler","soul asylum","jeremy zucker,  chelsea cutler","soul asylum","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2978","musicbrainz_4711","0.0",,"creve coeur 1","crescent moon","creve coeur 1","crescent moon","0.0","0.0","hobo johnson","kt tunstall","hobo johnson","kt tunstall","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17463","musicbrainz_31282","0.0",,"proud of u (feat. young thug)","pray","proud of u (feat. young thug)","pray","0.0","0.0","earthgang,  young thug","kodaline","earthgang,  young thug","kodaline","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5683","musicbrainz_11785","0.0",,"everything has changed","every chance we get we run","everything has changed","every chance we get we run","0.0","0.0","taylor swift,  ed sheeran","tegan and sara","taylor swift,  ed sheeran","tegan and sara","0.0","0.0"
