"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Name","0.25","Name-{dbpedia_5292|spotify_2678|spotify_3703|spotify_7906}","{Riptide (Vance Joy song)|Riptide|Riptide - FlicFlac Remix|Riptide}","Riptide",,
"Genre","1.0","Genre-{dbpedia_2463}","{Alternative metal,Melodic metalcore,Post-grunge}","Alternative metal,Melodic metalcore,Post-grunge",,
"Name","0.25","Name-{musicbrainz_812|dbpedia_6678|musicbrainz_807|dbpedia_7230}","{I of the Storm (Alex Somers remix)|I of the Storm|I of the Storm|I of the Storm (song)}","I of the Storm",,
"Producer","1.0","Producer-{dbpedia_7886}","{Birdman,Rich Homie Quan,London on da Track,Young Thug}","Birdman,Rich Homie Quan,London on da Track,Young Thug",,
"Producer","1.0","Producer-{dbpedia_11370}","{Sufjan Stevens}","Sufjan Stevens",,
"Name","0.0","Name-{spotify_4700|musicbrainz_18182|dbpedia_10222|musicbrainz_18180|musicbrainz_18181}","{Let Me Go (feat. Chad Kroeger)|Let Me Go (instrumental version)|Let Me Go (Avril Lavigne song)|Let Me Go (radio edit)|Let Me Go (main version)}","Let Me Go (radio edit)",,
"RecordLabel","1.0","RecordLabel-{dbpedia_10858}","{VP Records}","VP Records",,
"Artist","1.0","Artist-{spotify_14571|dbpedia_4636}","{[Iyaz]|[Iyaz]}","[Iyaz]",,
"Writer","1.0","Writer-{dbpedia_10998}","{Dann Huff}","Dann Huff",,
"Artist","0.5","Artist-{musicbrainz_12453|spotify_3279}","{[Linkin Park]|[Linkin Park]}","[Linkin Park]",,
"Artist","0.5","Artist-{musicbrainz_14263|spotify_2475}","{[Lana Del Rey]|[Lana Del Rey]}","[Lana Del Rey]",,
"Name","0.5","Name-{spotify_6470|musicbrainz_33821}","{Crucify Me|Crucify Me}","Crucify Me",,
"Name","0.5","Name-{musicbrainz_13473|spotify_13100}","{Tag, You're It|Tag, You're It}","Tag, You're It",,
"Genre","1.0","Genre-{dbpedia_2464}","{Melodic metalcore}","Melodic metalcore",,
"Duration","0.5","Duration-{spotify_11989|musicbrainz_12196}","{308388.0|308000.0}","308194.0",,
"Artist","1.0","Artist-{dbpedia_3457|musicbrainz_21402}","{[Pearl Jam]|[Pearl Jam]}","[Pearl Jam]",,
"Genre","1.0","Genre-{dbpedia_3661}","{Pop music,Funk,Soul}","Pop music,Funk,Soul",,
"RecordLabel","1.0","RecordLabel-{dbpedia_2848}","{J Records}","J Records",,
"Artist","0.0","Artist-{dbpedia_1466|spotify_19860}","{[Lil Jon]|[Lil Jon, Tyga]}","[Lil Jon, Tyga]",,
"Genre","1.0","Genre-{dbpedia_9759}","{Country music}","Country music",,
"Name","0.3333333333333333","Name-{spotify_16798|spotify_5790|dbpedia_5569}","{Alive|Alive|Alive (Krewella song)}","Alive",,
"Name","0.5","Name-{musicbrainz_19471|spotify_5474}","{Do You Love Me|Do You Love Me}","Do You Love Me",,
"Artist","0.6666666666666666","Artist-{musicbrainz_11177|spotify_14714|dbpedia_8806}","{[Rise Against]|[Rise Against]|[Rise Against]}","[Rise Against]",,
"Album","0.5","Album-{dbpedia_10094|dbpedia_10913}","{Peace Is the Mission|Peace Is the Mission}","Peace Is the Mission",,
"Duration","1.0","Duration-{spotify_12862}","{226400.0}","226400.0",,
"Genre","1.0","Genre-{dbpedia_697}","{Pop music}","Pop music",,
"Duration","0.0","Duration-{spotify_13732|spotify_7677}","{201000.0|255139.0}","228069.5",,
"Artist","0.5","Artist-{musicbrainz_3535|spotify_470}","{[Lana Del Rey]|[Lana Del Rey]}","[Lana Del Rey]",,
"Duration","1.0","Duration-{musicbrainz_10451}","{246000.0}","246000.0",,
"Producer","1.0","Producer-{dbpedia_5487}","{Bonnie McKee,Kelly Sheehan,Easy Mo Bee,The Runners}","Bonnie McKee,Kelly Sheehan,Easy Mo Bee,The Runners",,
"Album","1.0","Album-{dbpedia_2562}","{Hello My Name Is...}","Hello My Name Is...",,
"Duration","0.5","Duration-{spotify_11652|spotify_5622}","{216200.0|216200.0}","216200.0",,
"Year","1.0","Year-{dbpedia_2955|spotify_11202}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Year","1.0","Year-{spotify_11786|dbpedia_734}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Name","0.5","Name-{musicbrainz_24463|spotify_614}","{Somebody Else|Somebody Else}","Somebody Else",,
"Album","1.0","Album-{dbpedia_4960}","{Hunter Hayes}","Hunter Hayes",,
"Producer","1.0","Producer-{dbpedia_5220}","{Billy Corgan}","Billy Corgan",,
"RecordLabel","1.0","RecordLabel-{dbpedia_2842}","{RCA Records}","RCA Records",,
"Artist","0.0","Artist-{musicbrainz_18007|spotify_9108}","{[The Dirty Heads]|[Dirty Heads]}","[Dirty Heads]",,
"Name","0.0","Name-{dbpedia_1527|musicbrainz_18468}","{Final Exit (song)|Final Exit}","Final Exit",,
"Year","0.4","Year-{dbpedia_494|spotify_15810|dbpedia_1411|dbpedia_3101|dbpedia_491}","{2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Name","0.5","Name-{spotify_1147|musicbrainz_26158}","{My Medicine|My Medicine}","My Medicine",,
"Album","1.0","Album-{musicbrainz_22756|musicbrainz_9761}","{Exile on Main St.|Exile on Main St.}","Exile on Main St.",,
"Duration","1.0","Duration-{spotify_11663}","{238693.0}","238693.0",,
"Artist","1.0","Artist-{dbpedia_140|spotify_12097}","{[Luke Bryan]|[Luke Bryan]}","[Luke Bryan]",,
"Writer","1.0","Writer-{dbpedia_1071}","{Shellback,Carolina Liar,Ilya Salmanzadeh,Max Martin,Ilya}","Shellback,Carolina Liar,Ilya Salmanzadeh,Max Martin,Ilya",,
"Producer","1.0","Producer-{dbpedia_4289}","{Bingo Players,Far East Movement}","Bingo Players,Far East Movement",,
"Writer","1.0","Writer-{dbpedia_10735}","{K.E. on the Track}","K.E. on the Track",,
"Album","1.0","Album-{musicbrainz_6414}","{Helplessness Blues}","Helplessness Blues",,
"Duration","1.0","Duration-{spotify_12860}","{238760.0}","238760.0",,
"Name","0.0","Name-{dbpedia_3665|spotify_7657}","{What You Want (Evanescence song)|What You Want}","What You Want",,
"Genre","1.0","Genre-{musicbrainz_16239}","{american}","american",,
"Producer","1.0","Producer-{dbpedia_10176}","{Ester Dean,Brett James}","Ester Dean,Brett James",,
"RecordLabel","1.0","RecordLabel-{dbpedia_1647}","{Warner Bros. Records}","Warner Bros. Records",,
"Album","1.0","Album-{dbpedia_1366}","{The Journey (Livin' Hits)}","The Journey (Livin' Hits)",,
"Album","1.0","Album-{dbpedia_9630|musicbrainz_23079}","{Noel Gallagher's High Flying Birds|Noel Gallagher’s High Flying Birds}","Noel Gallagher's High Flying Birds",,
"Writer","1.0","Writer-{dbpedia_2271}","{Fredrik Nordström}","Fredrik Nordström",,
"Duration","1.0","Duration-{spotify_5839}","{186507.0}","186507.0",,
"Album","1.0","Album-{musicbrainz_13471}","{Cry Baby}","Cry Baby",,
"Genre","1.0","Genre-{musicbrainz_17434}","{indie rock}","indie rock",,
"Album","1.0","Album-{dbpedia_2564}","{Wave Gods,MC4}","Wave Gods,MC4",,
"Producer","1.0","Producer-{dbpedia_6421}","{Michael Poulsen}","Michael Poulsen",,
"Producer","1.0","Producer-{dbpedia_4024}","{Hyde}","Hyde",,
"Writer","1.0","Writer-{dbpedia_10736}","{Jacquire King}","Jacquire King",,
"Album","1.0","Album-{musicbrainz_6413}","{Helplessness Blues}","Helplessness Blues",,
"Year","0.5","Year-{spotify_18690|dbpedia_4255}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Artist","1.0","Artist-{dbpedia_3529|musicbrainz_15284|musicbrainz_15297|musicbrainz_18183|spotify_2499}","{[Avril Lavigne]|[Avril Lavigne]|[Avril Lavigne]|[Avril Lavigne]|[Avril Lavigne]}","[Avril Lavigne]",,
"Name","0.0","Name-{spotify_2711|dbpedia_5039}","{Daffodils (feat. Kevin Parker)|Daffodils (Mark Ronson song)}","Daffodils (Mark Ronson song)",,
"Genre","1.0","Genre-{musicbrainz_16238}","{american}","american",,
"Duration","1.0","Duration-{musicbrainz_31036}","{227000.0}","227000.0",,
"RecordLabel","1.0","RecordLabel-{dbpedia_1646}","{Capitol Records,Virgin EMI,Naughty Boy}","Capitol Records,Virgin EMI,Naughty Boy",,
"Genre","1.0","Genre-{dbpedia_2460}","{Country music,Blue-eyed soul}","Country music,Blue-eyed soul",,
"Year","0.0","Year-{musicbrainz_375|dbpedia_3222}","{2011-01-01T00:00|2012-01-01T00:00}","2011-01-01T00:00",,
"Album","1.0","Album-{dbpedia_1365}","{The Art of Hustle}","The Art of Hustle",,
"Artist","0.0","Artist-{spotify_3740|dbpedia_9881}","{[Iggy Azalea, Mø]|[Iggy Azalea]}","[Iggy Azalea, Mø]",,
"Name","0.3333333333333333","Name-{musicbrainz_4717|musicbrainz_4713|dbpedia_3618}","{Feel It All (band jam)|Feel It All|Feel It All}","Feel It All",,
"Producer","1.0","Producer-{dbpedia_11375}","{Jeremy Stover,Jaren Johnston}","Jeremy Stover,Jaren Johnston",,
"Artist","1.0","Artist-{musicbrainz_6641|spotify_7090}","{[American Authors]|[American Authors]}","[American Authors]",,
"Name","0.3333333333333333","Name-{dbpedia_8522|musicbrainz_29710|musicbrainz_29748}","{Lived a Lie|Lived a Lie|Lived a Lie (acoustic)}","Lived a Lie",,
"Artist","0.5","Artist-{musicbrainz_12217|spotify_12169}","{[Twenty One Pilots]|[Twenty One Pilots]}","[Twenty One Pilots]",,
"Writer","1.0","Writer-{dbpedia_1073}","{Chris Corner}","Chris Corner",,
"Writer","1.0","Writer-{dbpedia_2269}","{Keith Stegall}","Keith Stegall",,
"Duration","0.5","Duration-{spotify_2467|musicbrainz_795}","{238787.0|238786.0}","238786.5",,
"Year","1.0","Year-{dbpedia_11562|spotify_4685}","{2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Album","1.0","Album-{dbpedia_4951}","{Bringing Back the Sunshine}","Bringing Back the Sunshine",,
"Writer","1.0","Writer-{dbpedia_2003}","{Justin Meldal-Johnsen}","Justin Meldal-Johnsen",,
"Producer","1.0","Producer-{dbpedia_5483}","{Mic Murphy,Scott Storch,Caron Wheeler,Nellee Hooper,Big Boi,Simon Law}","Mic Murphy,Scott Storch,Caron Wheeler,Nellee Hooper,Big Boi,Simon Law",,
"Duration","1.0","Duration-{spotify_11656}","{179907.0}","179907.0",,
"Genre","1.0","Genre-{dbpedia_2469}","{Bro-country,Contemporary R,B}","Bro-country,Contemporary R,B",,
"Producer","1.0","Producer-{dbpedia_1522}","{Shep Goodman,Aaron Accetta,Zac Barnett}","Shep Goodman,Aaron Accetta,Zac Barnett",,
"Name","0.0","Name-{musicbrainz_6468|dbpedia_4098}","{Radiate|Radiate (Enter Shikari song)}","Radiate",,
"Producer","1.0","Producer-{dbpedia_827}","{Yoo Young-jin,Teddy Riley}","Yoo Young-jin,Teddy Riley",,
"Writer","1.0","Writer-{dbpedia_3201}","{Butch Vig}","Butch Vig",,
"Genre","1.0","Genre-{dbpedia_3402}","{Progressive house}","Progressive house",,
"Duration","0.0","Duration-{spotify_12903|musicbrainz_6157}","{221973.0|289893.0}","255933.0",,
"Year","0.6666666666666666","Year-{musicbrainz_13846|dbpedia_4247|spotify_10739}","{2011-01-01T00:00|2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Artist","0.5","Artist-{dbpedia_4019|spotify_16869}","{[Kacey Musgraves]|[Kacey Musgraves]}","[Kacey Musgraves]",,
"Year","1.0","Year-{spotify_12902|dbpedia_10084}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Year","1.0","Year-{dbpedia_1457|spotify_7884}","{2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Name","0.6666666666666666","Name-{spotify_16986|spotify_15028|dbpedia_7239}","{One Hell Of An Amen|One Hell Of An Amen|One Hell of an Amen}","One Hell Of An Amen",,
"Writer","1.0","Writer-{dbpedia_2002}","{Ted Hewitt}","Ted Hewitt",,
"Name","0.0","Name-{spotify_17976|dbpedia_3434}","{Work|Work (Iggy Azalea song)}","Work",,
"Year","0.6666666666666666","Year-{spotify_17514|dbpedia_259|spotify_10915}","{2020-01-01T00:00|2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_4865}","{Alternative hip hop,Country rap}","Alternative hip hop,Country rap",,
"Genre","1.0","Genre-{dbpedia_6165}","{Pop music,Soul}","Pop music,Soul",,
"Album","0.0","Album-{dbpedia_8133|dbpedia_3680}","{Crazy for You|BTR}","BTR",,
"Artist","0.6666666666666666","Artist-{spotify_18983|musicbrainz_798|dbpedia_6786}","{[Of Monsters And Men]|[Of Monsters And Men]|[Of Monsters And Men]}","[Of Monsters And Men]",,
"Artist","0.0","Artist-{spotify_10524|musicbrainz_28747}","{[Stick Figure, Citizen Cope]|[Citizen Cope]}","[Stick Figure, Citizen Cope]",,
"Producer","1.0","Producer-{dbpedia_3087}","{Andrew VanWyngarden}","Andrew VanWyngarden",,
"Artist","0.5","Artist-{musicbrainz_14271|spotify_18749}","{[Lana Del Rey]|[Lana Del Rey]}","[Lana Del Rey]",,
"Artist","0.5","Artist-{spotify_7778|musicbrainz_3570}","{[Halestorm]|[Halestorm]}","[Halestorm]",,
"Writer","1.0","Writer-{dbpedia_3200}","{Jay Joyce}","Jay Joyce",,
"Duration","1.0","Duration-{spotify_8599}","{201920.0}","201920.0",,
"Producer","1.0","Producer-{dbpedia_2985}","{Hurts}","Hurts",,
"Year","1.0","Year-{spotify_19859|musicbrainz_3533|musicbrainz_3541}","{2014-01-01T00:00|2014-01-01T00:00|2014-01-01T00:00}","2014-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_441}","{Country music}","Country music",,
"Artist","1.0","Artist-{spotify_14207|dbpedia_8198}","{[Meghan Trainor]|[Meghan Trainor]}","[Meghan Trainor]",,
"Year","1.0","Year-{dbpedia_2797|spotify_3586}","{2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Year","1.0","Year-{spotify_10654|dbpedia_10026}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Name","0.5","Name-{dbpedia_9477|musicbrainz_5754}","{She Keeps Me Up|She Keeps Me Up}","She Keeps Me Up",,
"Writer","1.0","Writer-{dbpedia_4664}","{Ryan Hadlock}","Ryan Hadlock",,
"RecordLabel","0.5","RecordLabel-{dbpedia_2701|dbpedia_1569}","{Interscope Records|Interscope Records}","Interscope Records",,
"Artist","0.75","Artist-{musicbrainz_23105|dbpedia_3795|musicbrainz_23090|musicbrainz_23107}","{[Noel Gallagher’s High Flying Birds]|[Noel Gallagher's High Flying Birds]|[Noel Gallagher’s High Flying Birds]|[Noel Gallagher’s High Flying Birds]}","[Noel Gallagher’s High Flying Birds]",,
"Artist","0.5","Artist-{dbpedia_2075|musicbrainz_6949}","{[Nine Inch Nails]|[Nine Inch Nails]}","[Nine Inch Nails]",,
"Genre","1.0","Genre-{dbpedia_4868}","{Nu metal,Alternative metal}","Nu metal,Alternative metal",,
"Duration","1.0","Duration-{spotify_11654}","{250493.0}","250493.0",,
"Producer","1.0","Producer-{dbpedia_1786}","{Arash Pournouri,Josh Krajcik,Avicii,Mac Davis}","Arash Pournouri,Josh Krajcik,Avicii,Mac Davis",,
"Genre","1.0","Genre-{dbpedia_2205}","{Hip hop}","Hip hop",,
"Name","0.5","Name-{musicbrainz_745|spotify_2553}","{Beautiful War|Beautiful War}","Beautiful War",,
"Producer","1.0","Producer-{dbpedia_5485}","{Arnthor Birgisson,Ina Wroldsen}","Arnthor Birgisson,Ina Wroldsen",,
"Writer","1.0","Writer-{dbpedia_3469}","{The Chainsmokers}","The Chainsmokers",,
"Genre","0.0","Genre-{dbpedia_3998|musicbrainz_18656}","{Southern rock,Heavy metal|rock}","Southern rock,Heavy metal",,
"Artist","0.5","Artist-{spotify_11854|musicbrainz_3564}","{[Halestorm]|[Halestorm]}","[Halestorm]",,
"Genre","1.0","Genre-{dbpedia_10261}","{Soul,Pop music}","Soul,Pop music",,
"Album","1.0","Album-{dbpedia_2600|musicbrainz_15860}","{Ice on the Dune|Ice on the Dune}","Ice on the Dune",,
"Year","1.0","Year-{dbpedia_680|spotify_200}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Album","1.0","Album-{dbpedia_2556}","{The Grohl Sessions, Vol. 1}","The Grohl Sessions, Vol. 1",,
"RecordLabel","1.0","RecordLabel-{dbpedia_1655}","{Cash Money Records}","Cash Money Records",,
"Producer","1.0","Producer-{dbpedia_2984}","{Ryan Tedder,Adele}","Ryan Tedder,Adele",,
"Genre","1.0","Genre-{dbpedia_9762}","{Alternative R,B}","Alternative R,B",,
"Name","0.3333333333333333","Name-{musicbrainz_26213|spotify_16724|musicbrainz_26240}","{Oh Well, Oh Well|Oh Well, Oh Well|Oh Well, Oh Well (Acoustic Version)}","Oh Well, Oh Well",,
"Year","1.0","Year-{spotify_14679|musicbrainz_21161}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Year","1.0","Year-{spotify_5992|dbpedia_4570}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Album","1.0","Album-{dbpedia_1357}","{Sparks Fly}","Sparks Fly",,
"Artist","1.0","Artist-{spotify_17976|dbpedia_3434}","{[Iggy Azalea]|[Iggy Azalea]}","[Iggy Azalea]",,
"Writer","1.0","Writer-{dbpedia_2004}","{Jacknife Lee}","Jacknife Lee",,
"Year","0.5","Year-{spotify_11779|dbpedia_4396}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Producer","1.0","Producer-{dbpedia_5484}","{Arnthor Birgisson,Ina Wroldsen}","Arnthor Birgisson,Ina Wroldsen",,
"RecordLabel","1.0","RecordLabel-{dbpedia_2852}","{KT Music Corporation,S.M. Entertainment}","KT Music Corporation,S.M. Entertainment",,
"Year","0.5","Year-{spotify_15654|dbpedia_11034}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Year","0.5","Year-{dbpedia_3355|musicbrainz_29899}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Year","0.0","Year-{dbpedia_1514|spotify_12072}","{2012-01-01T00:00|2014-01-01T00:00}","2012-01-01T00:00",,
"Producer","1.0","Producer-{dbpedia_11101}","{Jordan Rudess,John Petrucci}","Jordan Rudess,John Petrucci",,
"Name","0.0","Name-{dbpedia_2135|musicbrainz_29537}","{Mission Statement (Stone Sour song)|Mission Statement}","Mission Statement",,
"Genre","1.0","Genre-{musicbrainz_33614}","{electronic}","electronic",,
"Year","0.0","Year-{spotify_17797|dbpedia_488}","{2012-01-01T00:00|2013-01-01T00:00}","2012-01-01T00:00",,
"Year","0.6666666666666666","Year-{musicbrainz_9138|spotify_12922|dbpedia_7317}","{2013-01-01T00:00|2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Producer","1.0","Producer-{dbpedia_6682}","{Grant Nicholas}","Grant Nicholas",,
"Genre","1.0","Genre-{dbpedia_9763}","{Hip hop}","Hip hop",,
"RecordLabel","1.0","RecordLabel-{dbpedia_1654}","{Universal Music Group, Inc.}","Universal Music Group, Inc.",,
"Name","0.5","Name-{spotify_8671|dbpedia_3265}","{Fall Creek Boys Choir|Fall Creek Boys Choir}","Fall Creek Boys Choir",,
"Year","0.5","Year-{dbpedia_10645|musicbrainz_210}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_2265}","{Jim Jonsin}","Jim Jonsin",,
"Producer","1.0","Producer-{dbpedia_11103}","{Bryan Simpson,Ashley Gorley}","Bryan Simpson,Ashley Gorley",,
"Album","1.0","Album-{dbpedia_4955}","{Doo-Wops , Hooligans}","Doo-Wops , Hooligans",,
"Artist","1.0","Artist-{spotify_13002|dbpedia_10862}","{[Brett Eldredge]|[Brett Eldredge]}","[Brett Eldredge]",,
"Genre","1.0","Genre-{musicbrainz_21179}","{indie rock}","indie rock",,
"Producer","1.0","Producer-{dbpedia_1527}","{Burton C. Bell,Gene Hoglan,Dino Cazares}","Burton C. Bell,Gene Hoglan,Dino Cazares",,
"Artist","1.0","Artist-{dbpedia_7961|spotify_7941}","{[Weezer]|[Weezer]}","[Weezer]",,
"Year","0.0","Year-{dbpedia_5646|musicbrainz_29107}","{2011-01-01T00:00|2012-01-01T00:00}","2011-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_10263}","{Contemporary R,B,Country music}","Contemporary R,B,Country music",,
"Writer","1.0","Writer-{dbpedia_3463}","{Simon Katz,Matt Squire}","Simon Katz,Matt Squire",,
"Year","1.0","Year-{spotify_1600|dbpedia_11566}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_2200}","{Soul}","Soul",,
"Duration","0.5","Duration-{musicbrainz_14288|spotify_18971}","{295000.0|295093.0}","295046.5",,
"Duration","1.0","Duration-{spotify_11659}","{235520.0}","235520.0",,
"Genre","1.0","Genre-{musicbrainz_17429}","{indie rock}","indie rock",,
"Album","0.6666666666666666","Album-{dbpedia_4391|musicbrainz_26580|musicbrainz_26548}","{Electra Heart|Electra Heart|Electra Heart}","Electra Heart",,
"Genre","0.6666666666666666","Genre-{musicbrainz_9593|musicbrainz_9560|dbpedia_1925}","{indie pop|indie pop|Synthpop,Chamber pop}","Synthpop,Chamber pop",,
"Writer","1.0","Writer-{dbpedia_1067}","{Mark Bright}","Mark Bright",,
"Producer","0.0","Producer-{dbpedia_1091|dbpedia_3311}","{Luis Resto,Yelawolf,Eminem|Young Thug}","Luis Resto,Yelawolf,Eminem",,
"Genre","1.0","Genre-{dbpedia_6160}","{Country music}","Country music",,
"Genre","1.0","Genre-{dbpedia_1002}","{Dance-pop}","Dance-pop",,
"Genre","1.0","Genre-{dbpedia_3663}","{Synthpop}","Synthpop",,
"Producer","1.0","Producer-{dbpedia_824}","{Timbaland,James Fauntleroy,James Fauntleroy II,Justin Timberlake}","Timbaland,James Fauntleroy,James Fauntleroy II,Justin Timberlake",,
"RecordLabel","0.5","RecordLabel-{dbpedia_389|dbpedia_4287}","{Interscope Records|Interscope Records}","Interscope Records",,
"Artist","1.0","Artist-{musicbrainz_28346|dbpedia_2231}","{[Switchfoot]|[Switchfoot]}","[Switchfoot]",,
"Genre","1.0","Genre-{dbpedia_1268}","{Hyphy}","Hyphy",,
"Artist","0.0","Artist-{spotify_16932|dbpedia_5099}","{[Route 94, Jess Glynne]|[Route 94]}","[Jess Glynne, Route 94]",,
"Duration","1.0","Duration-{spotify_20051}","{213413.0}","213413.0",,
"Album","0.5","Album-{dbpedia_4688|dbpedia_3114}","{Smash|Smash}","Smash",,
"Year","0.6666666666666666","Year-{dbpedia_7474|dbpedia_5611|spotify_14786}","{2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Year","0.5","Year-{musicbrainz_3868|spotify_16659}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
